Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A0C5GP96	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPB7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPD9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPG3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPI5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPP1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPT8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GPY5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GQ30	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GQ71	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GQ75	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUG0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUJ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUL9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUQ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUT1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUU4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUW1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUX6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GUZ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GV09	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GV29	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GV50	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GV74	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GV77	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GVB3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GVE8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GXM1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GXR8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GXW4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GY12	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GY60	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYB5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYE3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYG9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYH0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYJ9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYM5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYP5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYQ4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYT2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYT4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYW8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GYX2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZ00	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZ15	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZ37	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZ42	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZ72	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZC1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZE9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZI7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZN3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZS1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZV4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5GZZ1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5H9N9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5H9T0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5H9W6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HA03	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HA50	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HA71	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HA89	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAA9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAD1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAG1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAI9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAM5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAS3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HAX1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5HB12	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5JZT9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..82
A0A0C5JZW6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A0C5K0B5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K705	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K770	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K979	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..82
A0A0C5K9A6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K9D5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K9F3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K9H6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K9K8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5K9Q6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	95	IPR000012	1..78
A0A0C5K9T8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5KA82	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5KLC6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5KLF7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5KLI7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C5KMF6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0C6G068	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0D4CHU4	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	100	IPR000012	1..82
A0A0D4CI86	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	98	IPR000012	1..82
A0A0D4CIB3	unreviewed	Protein Vpr	11723	Simian immunodeficiency virus	98	IPR000012	1..82
A0A0E3E5A3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E674	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E683	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E6H3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..80
A0A0E3E6H6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..80
A0A0E3E6V1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	1..47
A0A0E3E723	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E7G3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..80
A0A0E3E7I0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E7K1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	59	IPR000012	1..45
A0A0E3E7N1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E7T4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E7U4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E7Z7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	88	IPR000012	1..74
A0A0E3E806	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	78	IPR000012	2..64
A0A0E3E810	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	70	IPR000012	1..56
A0A0E3E821	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E852	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	59	IPR000012	1..45
A0A0E3E855	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	60	IPR000012	2..46
A0A0E3E856	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	44	IPR000012	2..30
A0A0E3E861	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	59	IPR000012	1..45
A0A0E3E869	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3E876	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	65	IPR000012	1..62
A0A0E3E890	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E8B0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	54	IPR000012	1..40
A0A0E3E8B1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	2..43
A0A0E3E8B4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	2..43
A0A0E3E8C1	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	47	IPR000012	2..33
A0A0E3E8L8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	87	IPR000012	4..73
A0A0E3E8M6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E8V9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E8X0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	33	IPR000012	1..19
A0A0E3E909	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3E930	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	76	IPR000012	1..62
A0A0E3E948	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	64	IPR000012	1..50
A0A0E3E960	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	55	IPR000012	1..41
A0A0E3E981	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E9C6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	80	IPR000012	1..66
A0A0E3E9D6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	42	IPR000012	3..28
A0A0E3E9H4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	1..47
A0A0E3E9J7	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3E9M3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3E9Q5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E9U3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3E9W1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EAK0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EAK3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EAM3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EAM7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	70	IPR000012	1..56
A0A0E3EAR3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3EAU8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EAV9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	1..47
A0A0E3EAX2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	50	IPR000012	1..36
A0A0E3EAX5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	94	IPR000012	1..80
A0A0E3EAY2	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	48	IPR000012	2..34
A0A0E3EB23	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EB44	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EB87	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3EBC8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EBD2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3EBF6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3EBM6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	48	IPR000012	2..34
A0A0E3EBM8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EC34	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3ECD8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3ECE0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	81	IPR000012	1..67
A0A0E3ECE3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3ECK1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3ECL9	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	33	IPR000012	1..19
A0A0E3ECQ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	80	IPR000012	1..66
A0A0E3ECT3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3ECU9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3ECW0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	54	IPR000012	1..40
A0A0E3ECZ5	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	70	IPR000012	1..56
A0A0E3ED41	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3ED44	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3ED58	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	65	IPR000012	1..51
A0A0E3ED61	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	2..47
A0A0E3ED85	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3ED99	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EDA8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EDG8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EDH0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EDL1	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	55	IPR000012	1..41
A0A0E3EDN0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3EDN7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EDQ5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	40	IPR000012	2..26
A0A0E3EDS2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	61	IPR000012	1..47
A0A0E3EDX5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	38	IPR000012	2..24
A0A0E3EDZ7	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	37	IPR000012	1..23
A0A0E3EE18	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	46	IPR000012	1..32
A0A0E3EE33	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	44	IPR000012	2..30
A0A0E3EE43	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	45	IPR000012	1..31
A0A0E3EE79	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	2..43
A0A0E3EE95	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	79	IPR000012	1..65
A0A0E3EE99	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	36	IPR000012	1..22
A0A0E3EEA0	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3EEB0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	37	IPR000012	1..23
A0A0E3EEB6	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	37	IPR000012	1..23
A0A0E3EEE2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	56	IPR000012	2..42
A0A0E3EEE4	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	3..43
A0A0E3EEH6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	84	IPR000012	2..70
A0A0E3EEJ5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3EEK9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	86	IPR000012	1..72
A0A0E3EEL5	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	37	IPR000012	1..23
A0A0E3EEM7	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3EEN0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	38	IPR000012	2..24
A0A0E3EEP9	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	58	IPR000012	1..44
A0A0E3EEQ2	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3EES3	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	41	IPR000012	3..27
A0A0E3EES9	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	38	IPR000012	2..24
A0A0E3EEU0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	2..25
A0A0E3EEU6	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	70	IPR000012	1..56
A0A0E3EEU7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	57	IPR000012	2..43
A0A0E3EEZ2	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	65	IPR000012	1..51
A0A0E3EEZ3	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EF21	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EFA7	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
A0A0E3EFD0	unreviewed	Vpr protein	11676	Human immunodeficiency virus type 1	39	IPR000012	3..25
A0A0E3EFD8	unreviewed	Protein Vpr	11676	Human immunodeficiency virus type 1	96	IPR000012	1..82
